date,close
2020-11-16,1.465
2020-11-17,1.436
2020-11-18,1.424
2020-11-19,1.438
2020-11-20,1.435
2020-11-23,1.422
2020-11-24,1.416
2020-11-25,1.393
2020-11-26,1.39
2020-11-27,1.392
2020-11-30,1.391
2020-12-01,1.409
2020-12-02,1.414
2020-12-03,1.417
2020-12-04,1.411
2020-12-07,1.412
2020-12-08,1.408
2020-12-09,1.38
2020-12-10,1.383
2020-12-11,1.396
2020-12-14,1.413
2020-12-15,1.406
2020-12-16,1.388
2020-12-17,1.406
2020-12-18,1.403
2020-12-21,1.43
2020-12-22,1.403
2020-12-23,1.417
2020-12-24,1.393
2020-12-25,1.394
2020-12-28,1.38
2020-12-29,1.381
2020-12-30,1.403
2020-12-31,1.434
2021-01-04,1.464
2021-01-05,1.468
2021-01-06,1.458
2021-01-07,1.429
2021-01-08,1.423
2021-01-11,1.437
2021-01-12,1.45
2021-01-13,1.454
2021-01-14,1.498
2021-01-15,1.492
2021-01-18,1.526
2021-01-19,1.492
2021-01-20,1.524
2021-01-21,1.526
2021-01-22,1.536
2021-01-25,1.542
2021-01-26,1.524
2021-01-27,1.503
2021-01-28,1.469
2021-01-29,1.467
2021-02-01,1.467
2021-02-02,1.478
2021-02-03,1.456
2021-02-04,1.435
2021-02-05,1.414
2021-02-08,1.425
2021-02-09,1.472
2021-02-10,1.478
2021-02-18,1.476
2021-02-19,1.472
2021-02-22,1.433
2021-02-23,1.433
2021-02-24,1.409
2021-02-25,1.393
2021-02-26,1.368
2021-03-01,1.4
2021-03-02,1.392
2021-03-03,1.4
2021-03-04,1.366
2021-03-05,1.37
2021-03-08,1.316
2021-03-09,1.269
2021-03-10,1.272
2021-03-11,1.304
2021-03-12,1.298
2021-03-15,1.26
2021-03-16,1.258
2021-03-17,1.271
2021-03-18,1.277
2021-03-19,1.266
2021-03-22,1.28
2021-03-23,1.273
2021-03-24,1.258
2021-03-25,1.259
2021-03-26,1.293
2021-03-29,1.286
2021-03-30,1.286
2021-03-31,1.284
2021-04-01,1.303
2021-04-02,1.338
2021-04-06,1.335
2021-04-07,1.339
2021-04-08,1.33
2021-04-09,1.309
2021-04-12,1.282
2021-04-13,1.28
2021-04-14,1.29
2021-04-15,1.3
2021-04-16,1.315
2021-04-19,1.336
2021-04-20,1.33
2021-04-21,1.325
2021-04-22,1.345
2021-04-23,1.352
2021-04-26,1.352
2021-04-27,1.352
2021-04-28,1.361
2021-04-29,1.363
2021-04-30,1.364
2021-05-06,1.348
2021-05-07,1.304
2021-05-10,1.294
2021-05-11,1.294
2021-05-12,1.31
2021-05-13,1.313
2021-05-14,1.341
2021-05-17,1.367
2021-05-18,1.359
2021-05-19,1.365
2021-05-20,1.369
2021-05-21,1.354
2021-05-24,1.371
2021-05-25,1.408
2021-05-26,1.404
2021-05-27,1.437
2021-05-28,1.43
2021-05-31,1.484
2021-06-01,1.502
2021-06-02,1.469
2021-06-03,1.456
2021-06-04,1.475
2021-06-07,1.475
2021-06-08,1.465
2021-06-09,1.472
2021-06-10,1.498
2021-06-11,1.493
2021-06-15,1.499
2021-06-16,1.453
2021-06-17,1.528
2021-06-18,1.55
2021-06-21,1.584
2021-06-22,1.58
2021-06-23,1.588
2021-06-24,1.561
2021-06-25,1.595
2021-06-28,1.618
2021-06-29,1.621
2021-06-30,1.648
2021-07-01,1.633
2021-07-02,1.594
2021-07-05,1.64
2021-07-06,1.591
